image_path,class_label,attributes,caption,instance_id,mapped_class,split
images/team8_watch_056.jpg,clothing_wrist_watch,"color: black, size: medium, condition: new, material: metal",A new medium sized black metal watch,watch_I_1,wristwatch,train
images/team8_watch_057.jpg,clothing_wrist_watch,"color: black, size: medium, condition: new, material: metal",A new medium sized black metal watch,watch_I_2,wristwatch,train
images/team8_watch_058.jpg,clothing_wrist_watch,"color: black, size: medium, condition: new, material: metal",A new medium sized black metal watch,watch_I_3,wristwatch,train
images/team8_watch_060.jpg,clothing_wrist_watch,"color: black, size: medium, condition: new, material: metal",A new medium sized black metal watch,watch_I_4,wristwatch,train
images/team8_watch_061.jpg,clothing_wrist_watch,"color: black, size: medium, condition: new, material: metal",A new medium sized black metal watch,watch_I_5,wristwatch,train
images/team8_watch_066.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: rubber",A used medium sized black rubber watch,watch_J_1,wristwatch,train
images/team8_watch_067.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: rubber",A used medium sized black rubber watch,watch_J_2,wristwatch,train
images/team8_watch_068.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: rubber",A used medium sized black rubber watch,watch_J_3,wristwatch,train
images/team8_watch_069.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: rubber",A used medium sized black rubber watch,watch_J_4,wristwatch,val
images/team8_watch_070.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: rubber",A used medium sized black rubber watch,watch_J_5,wristwatch,train
images/team8_watch_079.jpg,clothing_wrist_watch,"color: teal, size: medium, condition: new, material: metal",A new medium sized teal metal watch,watch_K_1,wristwatch,train
images/team8_watch_080.jpg,clothing_wrist_watch,"color: teal, size: medium, condition: new, material: metal",A new medium sized teal metal watch,watch_K_2,wristwatch,train
images/team8_watch_081.jpg,clothing_wrist_watch,"color: teal, size: medium, condition: new, material: metal",A new medium sized teal metal watch,watch_K_3,wristwatch,train
images/team8_watch_082.jpg,clothing_wrist_watch,"color: teal, size: medium, condition: new, material: metal",A new medium sized teal metal watch,watch_K_4,wristwatch,train
images/team8_watch_083.jpg,clothing_wrist_watch,"color: teal, size: medium, condition: new, material: metal",A new medium sized teal metal watch,watch_K_5,wristwatch,train
images/team8_watch_084.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_L_1,wristwatch,train
images/team8_watch_085.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_L_2,wristwatch,train
images/team8_watch_086.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_L_3,wristwatch,train
images/team8_watch_087.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_L_4,wristwatch,val
images/team8_watch_088.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_L_5,wristwatch,val
images/team8_watch_089.jpg,clothing_wrist_watch,"color: black, size: medium, condition: used, material: plastic",A used medium sized black plastic watch,watch_D_5,wristwatch,train
images/Team12_Clothing_Cap_001.jpeg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_001,cap,val
images/Team12_Clothing_Cap_002.jpeg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_002,cap,train
images/Team12_Clothing_Cap_003.jpeg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_003,cap,train
images/Team12_Clothing_Cap_004.jpg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_004,cap,train
images/Team12_Clothing_Cap_005.jpg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_005,cap,train
images/Team12_Clothing_Cap_006.jpg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_006,cap,val
images/Team12_Clothing_Cap_007.jpg,clothing_cap,shape:hemispherical;colour:black;material:cloth,A hemispherical black cloth cap.,TEAM12_Clothing_Cap_007,cap,val
images/Team12_Clothing_Cap_008.jpg,clothing_cap,shape:hemispherical;colour:black;material:cloth,A hemispherical black cloth cap.,TEAM12_Clothing_Cap_008,cap,val
images/Team12_Clothing_Cap_009.jpg,clothing_cap,shape:hemispherical;colour:blue;material:cloth,A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_009,cap,val
images/Team12_Clothing_Cap_010.jpg,clothing_cap,shape:hemispherical;colour:blue;material:cloth,A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_010,cap,val
images/Team12_Clothing_Cap_011.jpg,clothing_cap,shape:hemispherical;colour:red;material:cloth,A hemispherical red cloth cap.,TEAM12_Clothing_Cap_011,cap,train
images/Team12_Clothing_Cap_012.jpg,clothing_cap,shape:hemispherical;colour:green;material:cloth,A hemispherical green cloth cap.,TEAM12_Clothing_Cap_012,cap,train
images/Team12_Clothing_Cap_013.jpg,clothing_cap,shape:hemispherical;colour:multi-colored;material:cloth,A hemispherical multi-colored cloth cap.,TEAM12_Clothing_Cap_013,cap,train
images/Team12_Clothing_Cap_014.jpg,clothing_cap,shape:hemispherical;colour:white;material:cloth,A hemispherical white cloth cap.,TEAM12_Clothing_Cap_014,cap,train
images/Team12_Clothing_Cap_015.jpg,clothing_cap,shape:hemispherical;colour:brown;material:cloth,A hemispherical brown cloth cap.,TEAM12_Clothing_Cap_015,cap,train
images/Team12_Clothing_Cap_016.jpg,clothing_cap,shape:hemispherical;colour:black;material:cloth,A hemispherical black cloth cap.,TEAM12_Clothing_Cap_016,cap,val
images/Team12_Clothing_Cap_017.jpg,clothing_cap,shape:hemispherical;colour:blue;material:cloth,A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_017,cap,val
images/Team12_Clothing_Cap_018.jpg,clothing_cap,shape:hemispherical;colour:blue;material:cloth,A hemispherical blue cloth cap.,TEAM12_Clothing_Cap_018,cap,train
images/Team12_Clothing_Cap_019.jpg,clothing_cap,shape:hemispherical;colour:white;material:cloth,A hemispherical white cloth cap.,TEAM12_Clothing_Cap_019,cap,val
images/Team12_Clothing_Cap_020.jpg,clothing_cap,shape:hemispherical;colour:white;material:cloth,A hemispherical white cloth cap.,TEAM12_Clothing_Cap_020,cap,train
images/Team12_Clothing_Wrist_watch_001.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_001,wristwatch,train
images/Team12_Clothing_Wrist_watch_002.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_002,wristwatch,train
images/Team12_Clothing_Wrist_watch_003.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_003,wristwatch,train
images/Team12_Clothing_Wrist_watch_004.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_004,wristwatch,train
images/Team12_Clothing_Wrist_watch_005.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_005,wristwatch,train
images/Team12_Clothing_Wrist_watch_006.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_006,wristwatch,train
images/Team12_Clothing_Wrist_watch_007.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_007,wristwatch,val
images/Team12_Clothing_Wrist_watch_008.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_008,wristwatch,train
images/Team12_Clothing_Wrist_watch_009.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_009,wristwatch,train
images/Team12_Clothing_Wrist_watch_010.jpg,clothing_wrist_watch,"shape:circular, band;colour:yellow;material:metal","A circular, band yellow metal watch.",TEAM12_Clothing_Wrist_watch_010,wristwatch,train
images/Team12_Clothing_Wrist_watch_011.jpg,clothing_wrist_watch,"shape:circular, band;colour:blue;material:metal","A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_011,wristwatch,train
images/Team12_Clothing_Wrist_watch_012.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_012,wristwatch,train
images/Team12_Clothing_Wrist_watch_013.jpg,clothing_wrist_watch,"shape:circular, band;colour:blue;material:metal","A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_013,wristwatch,train
images/Team12_Clothing_Wrist_watch_014.jpg,clothing_wrist_watch,"shape:circular, band;colour:blue;material:metal","A circular, band blue metal watch.",TEAM12_Clothing_Wrist_watch_014,wristwatch,val
images/Team12_Clothing_Wrist_watch_015.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_015,wristwatch,train
images/Team12_Clothing_Wrist_watch_016.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_016,wristwatch,train
images/Team12_Clothing_Wrist_watch_017.jpg,clothing_wrist_watch,"shape:circular, band;colour:black;material:metal","A circular, band black metal watch.",TEAM12_Clothing_Wrist_watch_017,wristwatch,train
images/Team12_Clothing_Wrist_watch_018.jpg,clothing_wrist_watch,"shape:circular, band;colour:brown;material:metal","A circular, band brown metal watch.",TEAM12_Clothing_Wrist_watch_018,wristwatch,train
images/Team12_Clothing_Wrist_watch_019.jpg,clothing_wrist_watch,"shape:circular, band;colour:yellow;material:metal","A circular, band yellow metal watch.",TEAM12_Clothing_Wrist_watch_019,wristwatch,train
images/Team12_Clothing_Wrist_watch_020.jpg,clothing_wrist_watch,"shape:circular, band;colour:silver;material:metal","A circular, band silver metal watch.",TEAM12_Clothing_Wrist_watch_020,wristwatch,train
images/Team12_Electronics_Earphones_001.jpg,electronics_earphones,shape:irregular;colour:purple;material:plastic,An irregular purple plastic earphones.,TEAM12_Electronics_Earphones_001,earphones,train
images/Team12_Electronics_Earphones_002.jpg,electronics_earphones,shape:irregular;colour:silver;material:plastic,An irregular silver plastic earphones.,TEAM12_Electronics_Earphones_002,earphones,train
images/Team12_Electronics_Earphones_003.jpg,electronics_earphones,shape:irregular;colour:black;material:plastic,An irregular black plastic earphones.,TEAM12_Electronics_Earphones_003,earphones,train
images/Team12_Electronics_Earphones_004.jpg,electronics_earphones,shape:irregular;colour:blue;material:plastic,An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_004,earphones,train
images/Team12_Electronics_Earphones_005.jpg,electronics_earphones,shape:irregular;colour:blue;material:plastic,An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_005,earphones,train
images/Team12_Electronics_Earphones_006.jpg,electronics_earphones,shape:irregular;colour:green;material:plastic,An irregular green plastic earphones.,TEAM12_Electronics_Earphones_006,earphones,train
images/Team12_Electronics_Earphones_007.jpg,electronics_earphones,shape:irregular;colour:black;material:plastic,An irregular black plastic earphones.,TEAM12_Electronics_Earphones_007,earphones,train
images/Team12_Electronics_Earphones_008.jpg,electronics_earphones,shape:irregular;colour:black;material:plastic,An irregular black plastic earphones.,TEAM12_Electronics_Earphones_008,earphones,train
images/Team12_Electronics_Earphones_009.jpg,electronics_earphones,shape:irregular;colour:white;material:plastic,An irregular white plastic earphones.,TEAM12_Electronics_Earphones_009,earphones,train
images/Team12_Electronics_Earphones_010.jpg,electronics_earphones,shape:irregular;colour:white;material:plastic,An irregular white plastic earphones.,TEAM12_Electronics_Earphones_010,earphones,train
images/Team12_Electronics_Earphones_011.jpg,electronics_earphones,shape:irregular;colour:silver;material:plastic,An irregular silver plastic earphones.,TEAM12_Electronics_Earphones_011,earphones,train
images/Team12_Electronics_Earphones_012.jpg,electronics_earphones,shape:irregular;colour:red;material:plastic,An irregular red plastic earphones.,TEAM12_Electronics_Earphones_012,earphones,train
images/Team12_Electronics_Earphones_013.jpg,electronics_earphones,shape:irregular;colour:red;material:plastic,An irregular red plastic earphones.,TEAM12_Electronics_Earphones_013,earphones,train
images/Team12_Electronics_Earphones_014.jpg,electronics_earphones,shape:irregular;colour:red;material:plastic,An irregular red plastic earphones.,TEAM12_Electronics_Earphones_014,earphones,train
images/Team12_Electronics_Earphones_015.jpg,electronics_earphones,shape:irregular;colour:pink;material:plastic,An irregular pink plastic earphones.,TEAM12_Electronics_Earphones_015,earphones,train
images/Team12_Electronics_Earphones_016.jpg,electronics_earphones,shape:irregular;colour:blue;material:plastic,An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_016,earphones,train
images/Team12_Electronics_Earphones_017.jpg,electronics_earphones,shape:irregular;colour:blue;material:plastic,An irregular blue plastic earphones.,TEAM12_Electronics_Earphones_017,earphones,train
images/Team12_Electronics_Earphones_018.jpg,electronics_earphones,shape:irregular;colour:black;material:plastic,An irregular black plastic earphones.,TEAM12_Electronics_Earphones_018,earphones,val
images/Team12_Electronics_Earphones_019.jpg,electronics_earphones,shape:irregular;colour:red;material:plastic,An irregular red plastic earphones.,TEAM12_Electronics_Earphones_019,earphones,train
images/Team12_Electronics_Keyboard_001.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_001,keyboard,train
images/Team12_Electronics_Keyboard_002.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_002,keyboard,train
images/Team12_Electronics_Keyboard_003.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_003,keyboard,train
images/Team12_Electronics_Keyboard_004.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_004,keyboard,train
images/Team12_Electronics_Keyboard_005.jpg,electronics_keyboard,shape:rectangular;colour:multi-colored;material:plastic and metal,A rectangular multi-colored plastic and metal keyboard.,TEAM12_Electronics_Keyboard_005,keyboard,train
images/Team12_Electronics_Keyboard_006.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_006,keyboard,train
images/Team12_Electronics_Keyboard_007.jpg,electronics_keyboard,shape:rectangular;colour:white;material:plastic and metal,A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_007,keyboard,train
images/Team12_Electronics_Keyboard_008.jpg,electronics_keyboard,shape:rectangular;colour:white;material:plastic and metal,A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_008,keyboard,train
images/Team12_Electronics_Keyboard_009.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_009,keyboard,train
images/Team12_Electronics_Keyboard_010.jpg,electronics_keyboard,shape:rectangular;colour:white;material:plastic and metal,A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_010,keyboard,train
images/Team12_Electronics_Keyboard_011.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_011,keyboard,train
images/Team12_Electronics_Keyboard_012.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_012,keyboard,train
images/Team12_Electronics_Keyboard_013.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_013,keyboard,train
images/Team12_Electronics_Keyboard_014.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_014,keyboard,train
images/Team12_Electronics_Keyboard_015.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_015,keyboard,train
images/Team12_Electronics_Keyboard_016.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_016,keyboard,train
images/Team12_Electronics_Keyboard_017.jpg,electronics_keyboard,shape:rectangular;colour:white;material:plastic and metal,A rectangular white plastic and metal keyboard.,TEAM12_Electronics_Keyboard_017,keyboard,train
images/Team12_Electronics_Keyboard_018.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_018,keyboard,train
images/Team12_Electronics_Keyboard_019.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_019,keyboard,train
images/Team12_Electronics_Keyboard_020.jpg,electronics_keyboard,shape:rectangular;colour:black;material:plastic and metal,A rectangular black plastic and metal keyboard.,TEAM12_Electronics_Keyboard_020,keyboard,val
images/Team12_Electronics_Mouse_001.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_001,mouse,train
images/Team12_Electronics_Mouse_002.jpg,electronics_mouse,"shape:ergonomic, curved;colour:blue;material:plastic and metal","An ergonomic, curved blue plastic and metal mouse.",TEAM12_Electronics_Mouse_002,mouse,train
images/Team12_Electronics_Mouse_003.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_003,mouse,train
images/Team12_Electronics_Mouse_004.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_004,mouse,train
images/Team12_Electronics_Mouse_005.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_005,mouse,train
images/Team12_Electronics_Mouse_006.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_006,mouse,train
images/Team12_Electronics_Mouse_007.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_007,mouse,val
images/Team12_Electronics_Mouse_008.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_008,mouse,train
images/Team12_Electronics_Mouse_009.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_009,mouse,val
images/Team12_Electronics_Mouse_010.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_010,mouse,val
images/Team12_Electronics_Mouse_011.jpg,electronics_mouse,"shape:ergonomic, curved;colour:white;material:plastic and metal","An ergonomic, curved white plastic and metal mouse.",TEAM12_Electronics_Mouse_011,mouse,val
images/Team12_Electronics_Mouse_012.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_012,mouse,val
images/Team12_Electronics_Mouse_013.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_013,mouse,train
images/Team12_Electronics_Mouse_014.jpg,electronics_mouse,"shape:ergonomic, curved;colour:purple;material:plastic and metal","An ergonomic, curved purple plastic and metal mouse.",TEAM12_Electronics_Mouse_014,mouse,train
images/Team12_Electronics_Mouse_015.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_015,mouse,train
images/Team12_Electronics_Mouse_016.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_016,mouse,train
images/Team12_Electronics_Mouse_017.jpg,electronics_mouse,"shape:ergonomic, curved;colour:multi-colored;material:plastic and metal","An ergonomic, curved multi-colored plastic and metal mouse.",TEAM12_Electronics_Mouse_017,mouse,val
images/Team12_Electronics_Mouse_018.jpg,electronics_mouse,"shape:ergonomic, curved;colour:white;material:plastic and metal","An ergonomic, curved white plastic and metal mouse.",TEAM12_Electronics_Mouse_018,mouse,train
images/Team12_Electronics_Mouse_019.jpg,electronics_mouse,"shape:ergonomic, curved;colour:black;material:plastic and metal","An ergonomic, curved black plastic and metal mouse.",TEAM12_Electronics_Mouse_019,mouse,val
images/Team12_Furniture_Cupboard_001.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_001,Cup,train
images/Team12_Furniture_Cupboard_002.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_002,Cup,train
images/Team12_Furniture_Cupboard_003.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_003,Cup,train
images/Team12_Furniture_Cupboard_004.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_004,Cup,train
images/Team12_Furniture_Cupboard_005.jpg,furniture_cupboard,shape:rectangular;colour:blue;material:wooden,A rectangular blue wooden cupboard.,TEAM12_Furniture_Cupboard_005,Cup,val
images/Team12_Furniture_Cupboard_006.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_006,Cup,val
images/Team12_Furniture_Cupboard_007.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_007,Cup,train
images/Team12_Furniture_Cupboard_008.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_008,Cup,train
images/Team12_Furniture_Cupboard_009.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_009,Cup,val
images/Team12_Furniture_Cupboard_010.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_010,Cup,train
images/Team12_Furniture_Cupboard_011.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_011,Cup,train
images/Team12_Furniture_Cupboard_012.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_012,Cup,train
images/Team12_Furniture_Cupboard_013.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_013,Cup,val
images/Team12_Furniture_Cupboard_014.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_014,Cup,train
images/Team12_Furniture_Cupboard_015.jpg,furniture_cupboard,shape:rectangular;colour:black;material:wooden,A rectangular black wooden cupboard.,TEAM12_Furniture_Cupboard_015,Cup,train
images/Team12_Furniture_Cupboard_016.jpg,furniture_cupboard,shape:rectangular;colour:black;material:wooden,A rectangular black wooden cupboard.,TEAM12_Furniture_Cupboard_016,Cup,val
images/Team12_Furniture_Cupboard_017.jpg,furniture_cupboard,shape:rectangular;colour:white;material:wooden,A rectangular white wooden cupboard.,TEAM12_Furniture_Cupboard_017,Cup,train
images/Team12_Furniture_Cupboard_018.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_018,Cup,val
images/Team12_Furniture_Cupboard_019.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_019,Cup,train
images/Team12_Furniture_Cupboard_020.jpg,furniture_cupboard,shape:rectangular;colour:brown;material:wooden,A rectangular brown wooden cupboard.,TEAM12_Furniture_Cupboard_020,Cup,train
images/Team12_Stationary_Calculator_001.jpg,stationary_calculator,shape:rectangular;colour:white;material:plastic,A rectangular white plastic calculator.,TEAM12_Stationary_Calculator_001,calculator,val
images/Team12_Stationary_Calculator_002.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_002,calculator,train
images/Team12_Stationary_Calculator_003.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_003,calculator,train
images/Team12_Stationary_Calculator_004.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_004,calculator,train
images/Team12_Stationary_Calculator_005.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_005,calculator,train
images/Team12_Stationary_Calculator_006.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_006,calculator,train
images/Team12_Stationary_Calculator_007.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_007,calculator,val
images/Team12_Stationary_Calculator_008.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_008,calculator,train
images/Team12_Stationary_Calculator_009.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_009,calculator,val
images/Team12_Stationary_Calculator_010.jpg,stationary_calculator,shape:rectangular;colour:white;material:plastic,A rectangular white plastic calculator.,TEAM12_Stationary_Calculator_010,calculator,val
images/Team12_Stationary_Calculator_011.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_011,calculator,train
images/Team12_Stationary_Calculator_012.jpg,stationary_calculator,shape:rectangular;colour:pink;material:plastic,A rectangular pink plastic calculator.,TEAM12_Stationary_Calculator_012,calculator,train
images/Team12_Stationary_Calculator_013.jpg,stationary_calculator,shape:rectangular;colour:pink;material:plastic,A rectangular pink plastic calculator.,TEAM12_Stationary_Calculator_013,calculator,train
images/Team12_Stationary_Calculator_014.jpg,stationary_calculator,shape:rectangular;colour:black;material:plastic,A rectangular black plastic calculator.,TEAM12_Stationary_Calculator_014,calculator,val
images/Team12_Stationary_Calculator_015.jpg,stationary_calculator,shape:rectangular;colour:white;material:plastic,A rectangular white plastic calculator.,TEAM12_Stationary_Calculator_015,calculator,train
